customer_id,trans_date,tran_amount,year
CS1217,2011-11-16,99,2011
CS4102,2011-07-09,96,2011
CS3510,2011-10-24,81,2011
CS2509,2011-12-05,105,2011
CS2287,2011-12-23,94,2011
CS3779,2011-06-26,69,2011
CS4530,2011-06-05,40,2011
CS2596,2011-09-19,55,2011
CS5704,2011-12-04,79,2011
CS4637,2011-05-20,71,2011
CS1939,2011-11-25,101,2011
CS5403,2011-12-01,64,2011
CS4563,2011-05-30,101,2011
CS4215,2011-07-09,54,2011
CS4568,2011-11-15,70,2011
CS2447,2011-07-10,82,2011
CS1985,2011-08-16,87,2011
CS2544,2011-11-07,64,2011
CS5400,2011-12-23,56,2011
CS4889,2011-12-01,38,2011
CS1319,2011-09-26,95,2011
CS2437,2011-11-13,90,2011
CS4675,2011-09-11,67,2011
CS2920,2011-10-11,87,2011
CS1818,2011-12-26,46,2011
CS2712,2011-12-26,65,2011
CS2714,2011-12-14,69,2011
CS4243,2011-11-11,48,2011
CS5835,2011-09-18,52,2011
CS3874,2011-09-08,44,2011
CS4282,2011-09-11,44,2011
CS4331,2011-09-25,70,2011
CS1270,2011-11-18,104,2011
CS5474,2011-05-18,69,2011
CS3970,2011-12-13,86,2011
CS5760,2011-12-08,59,2011
CS2187,2011-11-19,70,2011
CS3124,2011-12-08,71,2011
CS5111,2011-08-23,81,2011
CS3127,2011-10-02,39,2011
CS1854,2011-09-29,74,2011
CS5814,2011-12-12,72,2011
CS5129,2011-06-21,102,2011
CS4400,2011-09-03,97,2011
CS2066,2011-07-15,51,2011
CS5277,2011-07-12,90,2011
CS3025,2011-12-30,72,2011
CS4802,2011-06-25,45,2011
CS5708,2011-06-03,89,2011
CS3676,2011-09-27,43,2011
CS1499,2011-12-24,91,2011
CS1707,2011-09-15,105,2011
CS1275,2011-12-28,102,2011
CS3732,2011-06-12,83,2011
CS5229,2011-11-23,58,2011
CS2781,2011-06-02,51,2011
CS5155,2011-12-25,100,2011
CS4757,2011-08-19,81,2011
CS3815,2011-07-05,54,2011
CS4600,2011-10-03,50,2011
CS5825,2011-10-22,61,2011
CS5664,2011-09-11,58,2011
CS2986,2011-07-20,67,2011
CS2554,2011-10-05,100,2011
CS5983,2011-05-20,47,2011
CS4981,2011-10-16,93,2011
CS4763,2011-12-12,78,2011
CS2333,2011-08-13,99,2011
CS5033,2011-12-13,96,2011
CS5132,2011-09-14,74,2011
CS5209,2011-11-11,35,2011
CS1596,2011-08-28,66,2011
CS2218,2011-10-11,78,2011
CS1653,2011-08-30,53,2011
CS2816,2011-12-18,84,2011
CS3414,2011-11-13,46,2011
CS6107,2011-07-23,70,2011
CS5201,2011-07-02,79,2011
CS4993,2011-06-01,86,2011
CS5465,2011-12-05,77,2011
CS4115,2011-11-30,73,2011
CS4283,2011-12-23,76,2011
CS2567,2011-07-15,93,2011
